CBSA Code,CSA Code,CBSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code
35220,294,"New Castle, IN",Henry County,Indiana,18,65
35260,430,"New Castle, PA",Lawrence County,Pennsylvania,42,73
35300,408,"New Haven-Milford, CT",New Haven County,Connecticut,9,9
35380,406,"New Orleans-Metairie, LA",Jefferson Parish,Louisiana,22,51
35380,406,"New Orleans-Metairie, LA",Orleans Parish,Louisiana,22,71
35380,406,"New Orleans-Metairie, LA",Plaquemines Parish,Louisiana,22,75
35380,406,"New Orleans-Metairie, LA",St. Bernard Parish,Louisiana,22,87
35380,406,"New Orleans-Metairie, LA",St. Charles Parish,Louisiana,22,89
35380,406,"New Orleans-Metairie, LA",St. James Parish,Louisiana,22,93
35380,406,"New Orleans-Metairie, LA",St. John the Baptist Parish,Louisiana,22,95
35380,406,"New Orleans-Metairie, LA",St. Tammany Parish,Louisiana,22,103
35420,184,"New Philadelphia-Dover, OH",Tuscarawas County,Ohio,39,157
35440,,"Newport, OR",Lincoln County,Oregon,41,41
35460,314,"Newport, TN",Cocke County,Tennessee,47,29
35500,218,"Newton, IA",Jasper County,Iowa,19,99
35580,359,"New Ulm, MN",Brown County,Minnesota,27,15
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Dutchess County,New York,36,27
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Putnam County,New York,36,79
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County,New York,36,59
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,New York,36,103
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,New Jersey,34,13
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Hunterdon County,New Jersey,34,19
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,New Jersey,34,27
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,New Jersey,34,35
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Sussex County,New Jersey,34,37
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Union County,New Jersey,34,39
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Pike County,Pennsylvania,42,103
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,New Jersey,34,3
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,New Jersey,34,17
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,New Jersey,34,23
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,New Jersey,34,25
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,New Jersey,34,29
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,New Jersey,34,31
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,New York,36,5
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,New York,36,47
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",New York County,New York,36,61
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Orange County,New York,36,71
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,New York,36,81
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,New York,36,85
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Rockland County,New York,36,87
35620,408,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,New York,36,119
35660,515,"Niles-Benton Harbor, MI",Berrien County,Michigan,26,21
35700,536,"Nogales, AZ",Santa Cruz County,Arizona,4,23
35740,,"Norfolk, NE",Madison County,Nebraska,31,119
35740,,"Norfolk, NE",Pierce County,Nebraska,31,139
35740,,"Norfolk, NE",Stanton County,Nebraska,31,167
35820,,"North Platte, NE",Lincoln County,Nebraska,31,111
35820,,"North Platte, NE",Logan County,Nebraska,31,113
35820,,"North Platte, NE",McPherson County,Nebraska,31,117
35840,412,"North Port-Sarasota-Bradenton, FL",Manatee County,Florida,12,81
35840,412,"North Port-Sarasota-Bradenton, FL",Sarasota County,Florida,12,115
35860,294,"North Vernon, IN",Jennings County,Indiana,18,79
35900,,"North Wilkesboro, NC",Wilkes County,North Carolina,37,193
35940,184,"Norwalk, OH",Huron County,Ohio,39,77
35980,278,"Norwich-New London, CT",New London County,Connecticut,9,11
36020,500,"Oak Harbor, WA",Island County,Washington,53,29
36100,,"Ocala, FL",Marion County,Florida,12,83
36140,428,"Ocean City, NJ",Cape May County,New Jersey,34,9
36220,372,"Odessa, TX",Ector County,Texas,48,135
36260,482,"Ogden-Clearfield, UT",Box Elder County,Utah,49,3
36260,482,"Ogden-Clearfield, UT",Davis County,Utah,49,11
36260,482,"Ogden-Clearfield, UT",Morgan County,Utah,49,29
36260,482,"Ogden-Clearfield, UT",Weber County,Utah,49,57
36300,,"Ogdensburg-Massena, NY",St. Lawrence County,New York,36,89
36340,,"Oil City, PA",Venango County,Pennsylvania,42,121
36380,370,"Okeechobee, FL",Okeechobee County,Florida,12,93
36420,416,"Oklahoma City, OK",Canadian County,Oklahoma,40,17
36420,416,"Oklahoma City, OK",Cleveland County,Oklahoma,40,27
36420,416,"Oklahoma City, OK",Grady County,Oklahoma,40,51
36420,416,"Oklahoma City, OK",Lincoln County,Oklahoma,40,81
36420,416,"Oklahoma City, OK",Logan County,Oklahoma,40,83
36420,416,"Oklahoma City, OK",McClain County,Oklahoma,40,87
36420,416,"Oklahoma City, OK",Oklahoma County,Oklahoma,40,109
36460,160,"Olean, NY",Cattaraugus County,New York,36,9
36500,500,"Olympia-Tumwater, WA",Thurston County,Washington,53,67
36540,420,"Omaha-Council Bluffs, NE-IA",Harrison County,Iowa,19,85
36540,420,"Omaha-Council Bluffs, NE-IA",Mills County,Iowa,19,129
36540,420,"Omaha-Council Bluffs, NE-IA",Pottawattamie County,Iowa,19,155
36540,420,"Omaha-Council Bluffs, NE-IA",Cass County,Nebraska,31,25
36540,420,"Omaha-Council Bluffs, NE-IA",Douglas County,Nebraska,31,55
36540,420,"Omaha-Council Bluffs, NE-IA",Sarpy County,Nebraska,31,153
36540,420,"Omaha-Council Bluffs, NE-IA",Saunders County,Nebraska,31,155
36540,420,"Omaha-Council Bluffs, NE-IA",Washington County,Nebraska,31,177
36580,,"Oneonta, NY",Otsego County,New York,36,77
36620,147,"Ontario, OR-ID",Payette County,Idaho,16,75
36620,147,"Ontario, OR-ID",Malheur County,Oregon,41,45
36660,318,"Opelousas, LA",St. Landry Parish,Louisiana,22,97
36700,192,"Orangeburg, SC",Orangeburg County,South Carolina,45,75
36740,422,"Orlando-Kissimmee-Sanford, FL",Lake County,Florida,12,69
36740,422,"Orlando-Kissimmee-Sanford, FL",Orange County,Florida,12,95
36740,422,"Orlando-Kissimmee-Sanford, FL",Osceola County,Florida,12,97
36740,422,"Orlando-Kissimmee-Sanford, FL",Seminole County,Florida,12,117
36780,118,"Oshkosh-Neenah, WI",Winnebago County,Wisconsin,55,139
36820,423,"Oskaloosa, IA",Mahaska County,Iowa,19,123
36830,393,"Othello, WA",Adams County,Washington,53,1
36840,312,"Ottawa, KS",Franklin County,Kansas,20,59
36860,176,"Ottawa-Peru, IL",Bureau County,Illinois,17,11
36860,176,"Ottawa-Peru, IL",LaSalle County,Illinois,17,99
36860,176,"Ottawa-Peru, IL",Putnam County,Illinois,17,155
36900,,"Ottumwa, IA",Davis County,Iowa,19,51
36900,,"Ottumwa, IA",Wapello County,Iowa,19,179
36940,,"Owatonna, MN",Steele County,Minnesota,27,147
36980,,"Owensboro, KY",Daviess County,Kentucky,21,59
36980,,"Owensboro, KY",Hancock County,Kentucky,21,91
36980,,"Owensboro, KY",McLean County,Kentucky,21,149
37020,330,"Owosso, MI",Shiawassee County,Michigan,26,155
37060,,"Oxford, MS",Lafayette County,Mississippi,28,71
37080,450,"Oxford, NC",Granville County,North Carolina,37,77
37100,348,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,California,6,111
37120,222,"Ozark, AL",Dale County,Alabama,1,45
37140,424,"Paducah, KY-IL",Massac County,Illinois,17,127
37140,424,"Paducah, KY-IL",Ballard County,Kentucky,21,7
37140,424,"Paducah, KY-IL",Livingston County,Kentucky,21,139
37140,424,"Paducah, KY-IL",McCracken County,Kentucky,21,145
37220,332,"Pahrump, NV",Nye County,Nevada,32,23
37260,300,"Palatka, FL",Putnam County,Florida,12,107
37300,,"Palestine, TX",Anderson County,Texas,48,1
37340,,"Palm Bay-Melbourne-Titusville, FL",Brevard County,Florida,12,9
37420,,"Pampa, TX",Gray County,Texas,48,179
37460,,"Panama City, FL",Bay County,Florida,12,5
37460,,"Panama City, FL",Gulf County,Florida,12,45
37500,308,"Paragould, AR",Greene County,Arkansas,5,55
37540,,"Paris, TN",Henry County,Tennessee,47,79
37580,,"Paris, TX",Lamar County,Texas,48,277
37620,425,"Parkersburg-Vienna, WV",Wirt County,West Virginia,54,105
37620,425,"Parkersburg-Vienna, WV",Wood County,West Virginia,54,107
37660,,"Parsons, KS",Labette County,Kansas,20,99
37740,,"Payson, AZ",Gila County,Arizona,4,7
37770,484,"Pearsall, TX",Frio County,Texas,48,163
37780,,"Pecos, TX",Reeves County,Texas,48,389
37800,423,"Pella, IA",Marion County,Iowa,19,125
37860,426,"Pensacola-Ferry Pass-Brent, FL",Escambia County,Florida,12,33
37860,426,"Pensacola-Ferry Pass-Brent, FL",Santa Rosa County,Florida,12,113
37900,427,"Peoria, IL",Marshall County,Illinois,17,123
37900,427,"Peoria, IL",Peoria County,Illinois,17,143
37900,427,"Peoria, IL",Stark County,Illinois,17,175
37900,427,"Peoria, IL",Tazewell County,Illinois,17,179
37900,427,"Peoria, IL",Woodford County,Illinois,17,203
37940,316,"Peru, IN",Miami County,Indiana,18,103
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,New Jersey,34,5
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,New Jersey,34,7
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,New Jersey,34,15
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bucks County,Pennsylvania,42,17
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County,Pennsylvania,42,29
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,Pennsylvania,42,91
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County,Pennsylvania,42,45
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,Pennsylvania,42,101
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,Delaware,10,3
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Cecil County,Maryland,24,15
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,New Jersey,34,33
38060,,"Phoenix-Mesa-Scottsdale, AZ",Maricopa County,Arizona,4,13
38060,,"Phoenix-Mesa-Scottsdale, AZ",Pinal County,Arizona,4,21
38100,406,"Picayune, MS",Pearl River County,Mississippi,28,109
38180,,"Pierre, SD",Hughes County,South Dakota,46,65
38180,,"Pierre, SD",Stanley County,South Dakota,46,117
38180,,"Pierre, SD",Sully County,South Dakota,46,119
38220,340,"Pine Bluff, AR",Cleveland County,Arkansas,5,25
38220,340,"Pine Bluff, AR",Jefferson County,Arkansas,5,69
38220,340,"Pine Bluff, AR",Lincoln County,Arkansas,5,79
38240,,"Pinehurst-Southern Pines, NC",Moore County,North Carolina,37,125
38260,,"Pittsburg, KS",Crawford County,Kansas,20,37
38300,430,"Pittsburgh, PA",Allegheny County,Pennsylvania,42,3
38300,430,"Pittsburgh, PA",Armstrong County,Pennsylvania,42,5
38300,430,"Pittsburgh, PA",Beaver County,Pennsylvania,42,7
38300,430,"Pittsburgh, PA",Butler County,Pennsylvania,42,19
38300,430,"Pittsburgh, PA",Fayette County,Pennsylvania,42,51
38300,430,"Pittsburgh, PA",Washington County,Pennsylvania,42,125
38300,430,"Pittsburgh, PA",Westmoreland County,Pennsylvania,42,129
38340,,"Pittsfield, MA",Berkshire County,Massachusetts,25,3
38380,,"Plainview, TX",Hale County,Texas,48,189
38420,,"Platteville, WI",Grant County,Wisconsin,55,43
38460,,"Plattsburgh, NY",Clinton County,New York,36,19
38500,515,"Plymouth, IN",Marshall County,Indiana,18,99
38540,,"Pocatello, ID",Bannock County,Idaho,16,5
38580,,"Point Pleasant, WV-OH",Gallia County,Ohio,39,53
38580,,"Point Pleasant, WV-OH",Mason County,West Virginia,54,53
38620,,"Ponca City, OK",Kay County,Oklahoma,40,71
38660,434,"Ponce, PR",Guánica Municipio,Puerto Rico,72,55
38660,434,"Ponce, PR",Guayanilla Municipio,Puerto Rico,72,59
38660,434,"Ponce, PR",Juana Díaz Municipio,Puerto Rico,72,75
38660,434,"Ponce, PR",Peñuelas Municipio,Puerto Rico,72,111
38660,434,"Ponce, PR",Ponce Municipio,Puerto Rico,72,113
38660,434,"Ponce, PR",Villalba Municipio,Puerto Rico,72,149
38660,434,"Ponce, PR",Yauco Municipio,Puerto Rico,72,153
38700,145,"Pontiac, IL",Livingston County,Illinois,17,105
38740,,"Poplar Bluff, MO",Butler County,Missouri,29,23
38780,188,"Portales, NM",Roosevelt County,New Mexico,35,41
38820,,"Port Angeles, WA",Clallam County,Washington,53,9
38840,534,"Port Clinton, OH",Ottawa County,Ohio,39,123
38860,438,"Portland-South Portland, ME",Cumberland County,Maine,23,5
38860,438,"Portland-South Portland, ME",Sagadahoc County,Maine,23,23
38860,438,"Portland-South Portland, ME",York County,Maine,23,31
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County,Oregon,41,5
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",Columbia County,Oregon,41,9
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,Oregon,41,51
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,Oregon,41,67
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",Yamhill County,Oregon,41,71
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,Washington,53,11
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",Skamania County,Washington,53,59
38920,544,"Port Lavaca, TX",Calhoun County,Texas,48,57
38940,370,"Port St. Lucie, FL",Martin County,Florida,12,85
38940,370,"Port St. Lucie, FL",St. Lucie County,Florida,12,111
39020,170,"Portsmouth, OH",Scioto County,Ohio,39,145
39060,,"Pottsville, PA",Schuylkill County,Pennsylvania,42,107
39140,,"Prescott, AZ",Yavapai County,Arizona,4,25
39220,,"Price, UT",Carbon County,Utah,49,7
39260,140,"Prineville, OR",Crook County,Oregon,41,13
39300,148,"Providence-Warwick, RI-MA",Bristol County,Massachusetts,25,5
39300,148,"Providence-Warwick, RI-MA",Bristol County,Rhode Island,44,1
39300,148,"Providence-Warwick, RI-MA",Kent County,Rhode Island,44,3
39300,148,"Providence-Warwick, RI-MA",Newport County,Rhode Island,44,5
39300,148,"Providence-Warwick, RI-MA",Providence County,Rhode Island,44,7
39300,148,"Providence-Warwick, RI-MA",Washington County,Rhode Island,44,9
39340,482,"Provo-Orem, UT",Juab County,Utah,49,23
39340,482,"Provo-Orem, UT",Utah County,Utah,49,49
39380,444,"Pueblo, CO",Pueblo County,Colorado,8,101
39420,446,"Pullman, WA",Whitman County,Washington,53,75
39460,412,"Punta Gorda, FL",Charlotte County,Florida,12,15
39500,448,"Quincy, IL-MO",Adams County,Illinois,17,1
39500,448,"Quincy, IL-MO",Lewis County,Missouri,29,111
39540,376,"Racine, WI",Racine County,Wisconsin,55,101
39580,450,"Raleigh, NC",Franklin County,North Carolina,37,69
39580,450,"Raleigh, NC",Johnston County,North Carolina,37,101
39580,450,"Raleigh, NC",Wake County,North Carolina,37,183
39660,452,"Rapid City, SD",Custer County,South Dakota,46,33
39660,452,"Rapid City, SD",Meade County,South Dakota,46,93
39660,452,"Rapid City, SD",Pennington County,South Dakota,46,103
39700,154,"Raymondville, TX",Willacy County,Texas,48,489
39740,428,"Reading, PA",Berks County,Pennsylvania,42,11
39780,454,"Red Bluff, CA",Tehama County,California,6,103
39820,454,"Redding, CA",Shasta County,California,6,89
39860,378,"Red Wing, MN",Goodhue County,Minnesota,27,49
39900,456,"Reno, NV",Storey County,Nevada,32,29
39900,456,"Reno, NV",Washoe County,Nevada,32,31
39940,292,"Rexburg, ID",Fremont County,Idaho,16,43
39940,292,"Rexburg, ID",Madison County,Idaho,16,65
39980,458,"Richmond, IN",Wayne County,Indiana,18,177
40060,,"Richmond, VA",Amelia County,Virginia,51,7
40060,,"Richmond, VA",Caroline County,Virginia,51,33
40060,,"Richmond, VA",Charles City County,Virginia,51,36
40060,,"Richmond, VA",Chesterfield County,Virginia,51,41
40060,,"Richmond, VA",Dinwiddie County,Virginia,51,53
40060,,"Richmond, VA",Goochland County,Virginia,51,75
40060,,"Richmond, VA",Hanover County,Virginia,51,85
40060,,"Richmond, VA",Henrico County,Virginia,51,87
40060,,"Richmond, VA",King William County,Virginia,51,101
40060,,"Richmond, VA",New Kent County,Virginia,51,127
40060,,"Richmond, VA",Powhatan County,Virginia,51,145
40060,,"Richmond, VA",Prince George County,Virginia,51,149
40060,,"Richmond, VA",Sussex County,Virginia,51,183
40060,,"Richmond, VA",Colonial Heights city,Virginia,51,570
40060,,"Richmond, VA",Hopewell city,Virginia,51,670
40060,,"Richmond, VA",Petersburg city,Virginia,51,730
40060,,"Richmond, VA",Richmond city,Virginia,51,760
40080,336,"Richmond-Berea, KY",Madison County,Kentucky,21,151
40080,336,"Richmond-Berea, KY",Rockcastle County,Kentucky,21,203
40100,365,"Rio Grande City, TX",Starr County,Texas,48,427
40140,348,"Riverside-San Bernardino-Ontario, CA",Riverside County,California,6,65
40140,348,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,California,6,71
40180,,"Riverton, WY",Fremont County,Wyoming,56,13
40220,,"Roanoke, VA",Botetourt County,Virginia,51,23
40220,,"Roanoke, VA",Craig County,Virginia,51,45
40220,,"Roanoke, VA",Franklin County,Virginia,51,67
40220,,"Roanoke, VA",Roanoke County,Virginia,51,161
40220,,"Roanoke, VA",Roanoke city,Virginia,51,770
40220,,"Roanoke, VA",Salem city,Virginia,51,775
40260,468,"Roanoke Rapids, NC",Halifax County,North Carolina,37,83
40260,468,"Roanoke Rapids, NC",Northampton County,North Carolina,37,131
40300,466,"Rochelle, IL",Ogle County,Illinois,17,141
40340,462,"Rochester, MN",Dodge County,Minnesota,27,39
40340,462,"Rochester, MN",Fillmore County,Minnesota,27,45
40340,462,"Rochester, MN",Olmsted County,Minnesota,27,109
40340,462,"Rochester, MN",Wabasha County,Minnesota,27,157
40380,464,"Rochester, NY",Livingston County,New York,36,51
40380,464,"Rochester, NY",Monroe County,New York,36,55
40380,464,"Rochester, NY",Ontario County,New York,36,69
40380,464,"Rochester, NY",Orleans County,New York,36,73
40380,464,"Rochester, NY",Wayne County,New York,36,117
40380,464,"Rochester, NY",Yates County,New York,36,123
40420,466,"Rockford, IL",Boone County,Illinois,17,7
40420,466,"Rockford, IL",Winnebago County,Illinois,17,201
40460,,"Rockingham, NC",Richmond County,North Carolina,37,153
40540,,"Rock Springs, WY",Sweetwater County,Wyoming,56,37
40580,468,"Rocky Mount, NC",Edgecombe County,North Carolina,37,65
40580,468,"Rocky Mount, NC",Nash County,North Carolina,37,127
40620,,"Rolla, MO",Phelps County,Missouri,29,161
40660,470,"Rome, GA",Floyd County,Georgia,13,115
40700,,"Roseburg, OR",Douglas County,Oregon,41,19
40740,,"Roswell, NM",Chaves County,New Mexico,35,5
40760,,"Ruidoso, NM",Lincoln County,New Mexico,35,27
40780,,"Russellville, AR",Pope County,Arkansas,5,115
40780,,"Russellville, AR",Yell County,Arkansas,5,149
40820,384,"Ruston, LA",Lincoln Parish,Louisiana,22,61
40860,,"Rutland, VT",Rutland County,Vermont,50,21
40900,472,"Sacramento--Roseville--Arden-Arcade, CA",El Dorado County,California,6,17
40900,472,"Sacramento--Roseville--Arden-Arcade, CA",Placer County,California,6,61
40900,472,"Sacramento--Roseville--Arden-Arcade, CA",Sacramento County,California,6,67
40900,472,"Sacramento--Roseville--Arden-Arcade, CA",Yolo County,California,6,113
40940,,"Safford, AZ",Graham County,Arizona,4,9
40980,474,"Saginaw, MI",Saginaw County,Michigan,26,145
41060,378,"St. Cloud, MN",Benton County,Minnesota,27,9
41060,378,"St. Cloud, MN",Stearns County,Minnesota,27,145
41100,,"St. George, UT",Washington County,Utah,49,53
41140,312,"St. Joseph, MO-KS",Doniphan County,Kansas,20,43
41140,312,"St. Joseph, MO-KS",Andrew County,Missouri,29,3
41140,312,"St. Joseph, MO-KS",Buchanan County,Missouri,29,21
41140,312,"St. Joseph, MO-KS",DeKalb County,Missouri,29,63
41180,476,"St. Louis, MO-IL",Bond County,Illinois,17,5
41180,476,"St. Louis, MO-IL",Calhoun County,Illinois,17,13
41180,476,"St. Louis, MO-IL",Clinton County,Illinois,17,27
41180,476,"St. Louis, MO-IL",Jersey County,Illinois,17,83
41180,476,"St. Louis, MO-IL",Macoupin County,Illinois,17,117
41180,476,"St. Louis, MO-IL",Madison County,Illinois,17,119
41180,476,"St. Louis, MO-IL",Monroe County,Illinois,17,133
41180,476,"St. Louis, MO-IL",St. Clair County,Illinois,17,163
41180,476,"St. Louis, MO-IL",Franklin County,Missouri,29,71
41180,476,"St. Louis, MO-IL",Jefferson County,Missouri,29,99
41180,476,"St. Louis, MO-IL",Lincoln County,Missouri,29,113
41180,476,"St. Louis, MO-IL",St. Charles County,Missouri,29,183
41180,476,"St. Louis, MO-IL",St. Louis County,Missouri,29,189
41180,476,"St. Louis, MO-IL",Warren County,Missouri,29,219
41180,476,"St. Louis, MO-IL",St. Louis city,Missouri,29,510
41220,300,"St. Marys, GA",Camden County,Georgia,13,39
41260,,"St. Marys, PA",Elk County,Pennsylvania,42,47
41400,566,"Salem, OH",Columbiana County,Ohio,39,29
41420,440,"Salem, OR",Marion County,Oregon,41,47
41420,440,"Salem, OR",Polk County,Oregon,41,53
41460,,"Salina, KS",Ottawa County,Kansas,20,143
41460,,"Salina, KS",Saline County,Kansas,20,169
41500,,"Salinas, CA",Monterey County,California,6,53
41540,,"Salisbury, MD-DE",Sussex County,Delaware,10,5
41540,,"Salisbury, MD-DE",Somerset County,Maryland,24,39
41540,,"Salisbury, MD-DE",Wicomico County,Maryland,24,45
41540,,"Salisbury, MD-DE",Worcester County,Maryland,24,47
41620,482,"Salt Lake City, UT",Salt Lake County,Utah,49,35
41620,482,"Salt Lake City, UT",Tooele County,Utah,49,45
41660,,"San Angelo, TX",Irion County,Texas,48,235
41660,,"San Angelo, TX",Tom Green County,Texas,48,451
41700,484,"San Antonio-New Braunfels, TX",Atascosa County,Texas,48,13
41700,484,"San Antonio-New Braunfels, TX",Bandera County,Texas,48,19
41700,484,"San Antonio-New Braunfels, TX",Bexar County,Texas,48,29
41700,484,"San Antonio-New Braunfels, TX",Comal County,Texas,48,91
41700,484,"San Antonio-New Braunfels, TX",Guadalupe County,Texas,48,187
41700,484,"San Antonio-New Braunfels, TX",Kendall County,Texas,48,259
41700,484,"San Antonio-New Braunfels, TX",Medina County,Texas,48,325
41700,484,"San Antonio-New Braunfels, TX",Wilson County,Texas,48,493
41740,,"San Diego-Carlsbad, CA",San Diego County,California,6,73
41760,,"Sandpoint, ID",Bonner County,Idaho,16,17
41780,184,"Sandusky, OH",Erie County,Ohio,39,43
41820,450,"Sanford, NC",Lee County,North Carolina,37,105
41860,488,"San Francisco-Oakland-Hayward, CA",Alameda County,California,6,1
41860,488,"San Francisco-Oakland-Hayward, CA",Contra Costa County,California,6,13
41860,488,"San Francisco-Oakland-Hayward, CA",San Francisco County,California,6,75
41860,488,"San Francisco-Oakland-Hayward, CA",San Mateo County,California,6,81
41860,488,"San Francisco-Oakland-Hayward, CA",Marin County,California,6,41
41900,364,"San Germán, PR",Cabo Rojo Municipio,Puerto Rico,72,23
41900,364,"San Germán, PR",Lajas Municipio,Puerto Rico,72,79
41900,364,"San Germán, PR",Sabana Grande Municipio,Puerto Rico,72,121
41900,364,"San Germán, PR",San Germán Municipio,Puerto Rico,72,125
41940,488,"San Jose-Sunnyvale-Santa Clara, CA",San Benito County,California,6,69
41940,488,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,California,6,85
41980,490,"San Juan-Carolina-Caguas, PR",Aguas Buenas Municipio,Puerto Rico,72,7
41980,490,"San Juan-Carolina-Caguas, PR",Aibonito Municipio,Puerto Rico,72,9
41980,490,"San Juan-Carolina-Caguas, PR",Barceloneta Municipio,Puerto Rico,72,17
41980,490,"San Juan-Carolina-Caguas, PR",Barranquitas Municipio,Puerto Rico,72,19
41980,490,"San Juan-Carolina-Caguas, PR",Bayamón Municipio,Puerto Rico,72,21
41980,490,"San Juan-Carolina-Caguas, PR",Caguas Municipio,Puerto Rico,72,25
41980,490,"San Juan-Carolina-Caguas, PR",Canóvanas Municipio,Puerto Rico,72,29
41980,490,"San Juan-Carolina-Caguas, PR",Carolina Municipio,Puerto Rico,72,31
41980,490,"San Juan-Carolina-Caguas, PR",Cataño Municipio,Puerto Rico,72,33
41980,490,"San Juan-Carolina-Caguas, PR",Cayey Municipio,Puerto Rico,72,35
41980,490,"San Juan-Carolina-Caguas, PR",Ceiba Municipio,Puerto Rico,72,37
41980,490,"San Juan-Carolina-Caguas, PR",Ciales Municipio,Puerto Rico,72,39
41980,490,"San Juan-Carolina-Caguas, PR",Cidra Municipio,Puerto Rico,72,41
41980,490,"San Juan-Carolina-Caguas, PR",Comerío Municipio,Puerto Rico,72,45
41980,490,"San Juan-Carolina-Caguas, PR",Corozal Municipio,Puerto Rico,72,47
41980,490,"San Juan-Carolina-Caguas, PR",Dorado Municipio,Puerto Rico,72,51
41980,490,"San Juan-Carolina-Caguas, PR",Fajardo Municipio,Puerto Rico,72,53
41980,490,"San Juan-Carolina-Caguas, PR",Florida Municipio,Puerto Rico,72,54
41980,490,"San Juan-Carolina-Caguas, PR",Guaynabo Municipio,Puerto Rico,72,61
41980,490,"San Juan-Carolina-Caguas, PR",Gurabo Municipio,Puerto Rico,72,63
41980,490,"San Juan-Carolina-Caguas, PR",Humacao Municipio,Puerto Rico,72,69
41980,490,"San Juan-Carolina-Caguas, PR",Juncos Municipio,Puerto Rico,72,77
41980,490,"San Juan-Carolina-Caguas, PR",Las Piedras Municipio,Puerto Rico,72,85
41980,490,"San Juan-Carolina-Caguas, PR",Loíza Municipio,Puerto Rico,72,87
41980,490,"San Juan-Carolina-Caguas, PR",Luquillo Municipio,Puerto Rico,72,89
41980,490,"San Juan-Carolina-Caguas, PR",Manatí Municipio,Puerto Rico,72,91
41980,490,"San Juan-Carolina-Caguas, PR",Maunabo Municipio,Puerto Rico,72,95
41980,490,"San Juan-Carolina-Caguas, PR",Morovis Municipio,Puerto Rico,72,101
41980,490,"San Juan-Carolina-Caguas, PR",Naguabo Municipio,Puerto Rico,72,103
41980,490,"San Juan-Carolina-Caguas, PR",Naranjito Municipio,Puerto Rico,72,105
41980,490,"San Juan-Carolina-Caguas, PR",Orocovis Municipio,Puerto Rico,72,107
41980,490,"San Juan-Carolina-Caguas, PR",Río Grande Municipio,Puerto Rico,72,119
41980,490,"San Juan-Carolina-Caguas, PR",San Juan Municipio,Puerto Rico,72,127
41980,490,"San Juan-Carolina-Caguas, PR",San Lorenzo Municipio,Puerto Rico,72,129
41980,490,"San Juan-Carolina-Caguas, PR",Toa Alta Municipio,Puerto Rico,72,135
41980,490,"San Juan-Carolina-Caguas, PR",Toa Baja Municipio,Puerto Rico,72,137
